fecha_opreal,hora_opreal,eolica,geotermica,hidraulica,solar,termica
2024-06-11,3,1421.5379856805,39.379999999999995,3790.6268343265,1.0063130155,3616.2612769024
2024-06-11,4,1587.0181153514,39.36,3520.6027306965,0.0062301415,3561.0483606684
2024-06-11,5,1564.3242347114,39.44,3428.3186507241,0.0300705534,3612.9745161269
2024-06-11,6,1563.6068831800999,39.2,3532.73689159242,0.1541566594,3602.0556895446
2024-06-11,7,1585.7479930355998,38.989999999999995,3817.0633256811,0.4238348856,3995.855230667
2024-06-11,8,1624.3449001064,39.05,3877.4624415351,180.4818028294,4274.1457939157
2024-06-11,9,1658.3930304522,38.93,3128.8702402117,2194.3591083705,3239.524228995
2024-06-11,10,1370.8513019325999,38.04,3475.2589259451,3377.5144316335,2363.0677263472
2024-06-11,11,1358.8642857768,38.19,2956.7666761042,4149.8926072427,2348.3847166094
2024-06-11,12,1332.6682482844,36.78,2850.1777305287,4329.7078549263,2421.3764639844
2024-06-11,13,1321.7507380283,36.08,2923.8879892001,4367.2893274937,2306.3037846583
2024-06-11,14,1051.0125608629,35.7,3008.769518364,4289.2441850016,2664.4822348836
2024-06-11,15,1037.1679268897,35.42,3109.102822275,4375.8532050504,2465.1994781485
2024-06-11,16,1114.370147628,35.660000000000004,3072.5375762969,4475.8748792288,2398.5565648065
2024-06-11,17,1151.7891373474,36.65,3436.129185168,3415.8668141964,3155.4582864424997
2024-06-11,18,1389.9892310546,38.65,4121.967293108,753.8588855813,4806.2276860433
2024-06-11,19,1509.7656577966,38.43,4305.9120171247,109.1279631475,5061.7053581946
2024-06-11,20,1177.276337891,38.29,4473.4735629044,122.93741816190001,5174.1928464054
2024-06-11,21,1273.9034433402999,39.6,4185.0181194791,123.4932673921,5306.9007046176
2024-06-11,22,1174.8214081828,40.660000000000004,4177.0649826958,112.8311880691,5182.6281244604
2024-06-11,23,1129.3272597731,40.76,4428.353497487,43.5790663025,5069.3259203329
2024-06-11,24,1467.1024191597,40.57,4091.7585934355,6.1465753296,4670.690591011
2024-06-12,1,1585.3208507283,39.8,3946.3519169547,2.2059886177,4000.8339738871
2024-06-12,2,1522.6051098192,40.9,3953.1083713395,1.7059847492,3572.3419505162
2024-06-12,3,1489.6105041676,41.0,3832.0492238424,0.5058729374,3448.1503016847
