,fecha_opreal,hora_opreal,active_plants_eolica,active_plants_geotermica,active_plants_hidraulica,active_plants_solar,active_plants_termica,percentage_active_eolica,percentage_active_geotermica,percentage_active_hidraulica,percentage_active_solar,percentage_active_termica,total_plants_eolica,total_plants_geotermica,total_plants_hidraulica,total_plants_solar,total_plants_termica
0,2022-09-01,1,45.0,2.0,133.0,0.0,42.0,0.8333333333333334,1.0,0.7823529411764706,0.0,0.2079207920792079,54.0,2.0,170.0,411.0,202.0
1,2022-09-01,2,45.0,2.0,130.0,0.0,38.0,0.8333333333333334,1.0,0.7647058823529411,0.0,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
2,2022-09-01,3,45.0,2.0,131.0,0.0,37.0,0.8333333333333334,1.0,0.7705882352941177,0.0,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
3,2022-09-01,4,47.0,2.0,131.0,0.0,37.0,0.8703703703703703,1.0,0.7705882352941177,0.0,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
4,2022-09-01,5,47.0,2.0,132.0,0.0,37.0,0.8703703703703703,1.0,0.7764705882352941,0.0,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
5,2022-09-01,6,48.0,2.0,132.0,1.0,37.0,0.8888888888888888,1.0,0.7764705882352941,0.0024330900243309003,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
6,2022-09-01,7,46.0,2.0,131.0,45.0,37.0,0.8518518518518519,1.0,0.7705882352941177,0.10948905109489052,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
7,2022-09-01,8,44.0,2.0,130.0,326.0,39.0,0.8148148148148148,1.0,0.7647058823529411,0.7931873479318735,0.19306930693069307,54.0,2.0,170.0,411.0,202.0
8,2022-09-01,9,46.0,2.0,130.0,329.0,40.0,0.8518518518518519,1.0,0.7647058823529411,0.8004866180048662,0.19801980198019803,54.0,2.0,170.0,411.0,202.0
9,2022-09-01,10,47.0,2.0,129.0,330.0,38.0,0.8703703703703703,1.0,0.7588235294117647,0.8029197080291971,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
10,2022-09-01,11,46.0,2.0,124.0,330.0,37.0,0.8518518518518519,1.0,0.7294117647058823,0.8029197080291971,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
11,2022-09-01,12,45.0,2.0,121.0,333.0,34.0,0.8333333333333334,1.0,0.711764705882353,0.8102189781021898,0.16831683168316833,54.0,2.0,170.0,411.0,202.0
12,2022-09-01,13,45.0,2.0,121.0,334.0,35.0,0.8333333333333334,1.0,0.711764705882353,0.8126520681265207,0.17326732673267325,54.0,2.0,170.0,411.0,202.0
13,2022-09-01,14,49.0,2.0,120.0,334.0,33.0,0.9074074074074074,1.0,0.7058823529411765,0.8126520681265207,0.16336633663366337,54.0,2.0,170.0,411.0,202.0
14,2022-09-01,15,47.0,2.0,120.0,334.0,33.0,0.8703703703703703,1.0,0.7058823529411765,0.8126520681265207,0.16336633663366337,54.0,2.0,170.0,411.0,202.0
15,2022-09-01,16,47.0,2.0,120.0,333.0,33.0,0.8703703703703703,1.0,0.7058823529411765,0.8102189781021898,0.16336633663366337,54.0,2.0,170.0,411.0,202.0
16,2022-09-01,17,48.0,2.0,123.0,334.0,36.0,0.8888888888888888,1.0,0.7235294117647059,0.8126520681265207,0.1782178217821782,54.0,2.0,170.0,411.0,202.0
17,2022-09-01,18,48.0,2.0,130.0,333.0,36.0,0.8888888888888888,1.0,0.7647058823529411,0.8102189781021898,0.1782178217821782,54.0,2.0,170.0,411.0,202.0
18,2022-09-01,19,49.0,2.0,133.0,326.0,39.0,0.9074074074074074,1.0,0.7823529411764706,0.7931873479318735,0.19306930693069307,54.0,2.0,170.0,411.0,202.0
19,2022-09-01,20,48.0,2.0,133.0,1.0,41.0,0.8888888888888888,1.0,0.7823529411764706,0.0024330900243309003,0.20297029702970298,54.0,2.0,170.0,411.0,202.0
20,2022-09-01,21,45.0,2.0,133.0,1.0,42.0,0.8333333333333334,1.0,0.7823529411764706,0.0024330900243309003,0.2079207920792079,54.0,2.0,170.0,411.0,202.0
21,2022-09-01,22,43.0,2.0,133.0,1.0,41.0,0.7962962962962963,1.0,0.7823529411764706,0.0024330900243309003,0.20297029702970298,54.0,2.0,170.0,411.0,202.0
22,2022-09-01,23,41.0,2.0,133.0,0.0,40.0,0.7592592592592593,1.0,0.7823529411764706,0.0,0.19801980198019803,54.0,2.0,170.0,411.0,202.0
23,2022-09-01,24,45.0,2.0,133.0,0.0,38.0,0.8333333333333334,1.0,0.7823529411764706,0.0,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
24,2022-09-02,1,46.0,2.0,131.0,0.0,40.0,0.8518518518518519,1.0,0.7705882352941177,0.0,0.19801980198019803,54.0,2.0,170.0,411.0,202.0
25,2022-09-02,2,46.0,2.0,129.0,0.0,39.0,0.8518518518518519,1.0,0.7588235294117647,0.0,0.19306930693069307,54.0,2.0,170.0,411.0,202.0
26,2022-09-02,3,47.0,2.0,129.0,0.0,38.0,0.8703703703703703,1.0,0.7588235294117647,0.0,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
27,2022-09-02,4,47.0,2.0,128.0,0.0,38.0,0.8703703703703703,1.0,0.7529411764705882,0.0,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
28,2022-09-02,5,45.0,2.0,129.0,2.0,38.0,0.8333333333333334,1.0,0.7588235294117647,0.004866180048661801,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
29,2022-09-02,6,46.0,2.0,130.0,2.0,39.0,0.8518518518518519,1.0,0.7647058823529411,0.004866180048661801,0.19306930693069307,54.0,2.0,170.0,411.0,202.0
30,2022-09-02,7,46.0,2.0,132.0,123.0,40.0,0.8518518518518519,1.0,0.7764705882352941,0.29927007299270075,0.19801980198019803,54.0,2.0,170.0,411.0,202.0
31,2022-09-02,8,46.0,2.0,132.0,328.0,42.0,0.8518518518518519,1.0,0.7764705882352941,0.7980535279805353,0.2079207920792079,54.0,2.0,170.0,411.0,202.0
32,2022-09-02,9,47.0,2.0,127.0,334.0,42.0,0.8703703703703703,1.0,0.7470588235294118,0.8126520681265207,0.2079207920792079,54.0,2.0,170.0,411.0,202.0
33,2022-09-02,10,46.0,2.0,123.0,333.0,38.0,0.8518518518518519,1.0,0.7235294117647059,0.8102189781021898,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
34,2022-09-02,11,46.0,2.0,122.0,337.0,40.0,0.8518518518518519,1.0,0.7176470588235294,0.8199513381995134,0.19801980198019803,54.0,2.0,170.0,411.0,202.0
35,2022-09-02,12,46.0,2.0,123.0,337.0,39.0,0.8518518518518519,1.0,0.7235294117647059,0.8199513381995134,0.19306930693069307,54.0,2.0,170.0,411.0,202.0
36,2022-09-02,13,47.0,2.0,123.0,340.0,37.0,0.8703703703703703,1.0,0.7235294117647059,0.8272506082725061,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
37,2022-09-02,14,47.0,2.0,125.0,339.0,36.0,0.8703703703703703,1.0,0.7352941176470589,0.8248175182481752,0.1782178217821782,54.0,2.0,170.0,411.0,202.0
38,2022-09-02,15,46.0,2.0,126.0,341.0,36.0,0.8518518518518519,1.0,0.7411764705882353,0.829683698296837,0.1782178217821782,54.0,2.0,170.0,411.0,202.0
39,2022-09-02,16,46.0,2.0,126.0,337.0,38.0,0.8518518518518519,1.0,0.7411764705882353,0.8199513381995134,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
40,2022-09-02,17,46.0,2.0,124.0,339.0,37.0,0.8518518518518519,1.0,0.7294117647058823,0.8248175182481752,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
41,2022-09-02,18,47.0,2.0,130.0,336.0,38.0,0.8703703703703703,1.0,0.7647058823529411,0.8175182481751825,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
42,2022-09-02,19,49.0,2.0,132.0,326.0,38.0,0.9074074074074074,1.0,0.7764705882352941,0.7931873479318735,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
43,2022-09-02,20,47.0,2.0,132.0,2.0,40.0,0.8703703703703703,1.0,0.7764705882352941,0.004866180048661801,0.19801980198019803,54.0,2.0,170.0,411.0,202.0
44,2022-09-02,21,47.0,2.0,134.0,0.0,40.0,0.8703703703703703,1.0,0.788235294117647,0.0,0.19801980198019803,54.0,2.0,170.0,411.0,202.0
45,2022-09-02,22,46.0,2.0,134.0,0.0,40.0,0.8518518518518519,1.0,0.788235294117647,0.0,0.19801980198019803,54.0,2.0,170.0,411.0,202.0
46,2022-09-02,23,42.0,2.0,133.0,0.0,41.0,0.7777777777777778,1.0,0.7823529411764706,0.0,0.20297029702970298,54.0,2.0,170.0,411.0,202.0
47,2022-09-02,24,43.0,2.0,132.0,0.0,39.0,0.7962962962962963,1.0,0.7764705882352941,0.0,0.19306930693069307,54.0,2.0,170.0,411.0,202.0
48,2022-09-03,1,43.0,2.0,132.0,0.0,39.0,0.7962962962962963,1.0,0.7764705882352941,0.0,0.19306930693069307,54.0,2.0,170.0,411.0,202.0
49,2022-09-03,2,42.0,2.0,131.0,0.0,39.0,0.7777777777777778,1.0,0.7705882352941177,0.0,0.19306930693069307,54.0,2.0,170.0,411.0,202.0
50,2022-09-03,3,44.0,2.0,131.0,0.0,38.0,0.8148148148148148,1.0,0.7705882352941177,0.0,0.18811881188118812,54.0,2.0,170.0,411.0,202.0
51,2022-09-03,4,43.0,2.0,131.0,0.0,37.0,0.7962962962962963,1.0,0.7705882352941177,0.0,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
52,2022-09-03,5,41.0,2.0,131.0,0.0,37.0,0.7592592592592593,1.0,0.7705882352941177,0.0,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
53,2022-09-03,6,42.0,2.0,131.0,1.0,37.0,0.7777777777777778,1.0,0.7705882352941177,0.0024330900243309003,0.18316831683168316,54.0,2.0,170.0,411.0,202.0
54,2022-09-03,7,45.0,2.0,130.0,158.0,36.0,0.8333333333333334,1.0,0.7647058823529411,0.3844282238442822,0.1782178217821782,54.0,2.0,170.0,411.0,202.0
55,2022-09-03,8,47.0,2.0,130.0,332.0,36.0,0.8703703703703703,1.0,0.7647058823529411,0.8077858880778589,0.1782178217821782,54.0,2.0,170.0,411.0,202.0
