,fecha_opreal,hora_opreal,active_plants_eolica,active_plants_geotermica,active_plants_hidraulica,active_plants_solar,active_plants_termica,percentage_active_eolica,percentage_active_geotermica,percentage_active_hidraulica,percentage_active_solar,percentage_active_termica,total_plants_eolica,total_plants_geotermica,total_plants_hidraulica,total_plants_solar,total_plants_termica
0,2022-03-01,1,46.0,2.0,125.0,0.0,49.0,0.8679245283018868,1.0,0.7352941176470589,0.0,0.2474747474747475,53.0,2.0,170.0,359.0,198.0
1,2022-03-01,2,47.0,2.0,124.0,0.0,42.0,0.8867924528301887,1.0,0.7294117647058823,0.0,0.21212121212121213,53.0,2.0,170.0,359.0,198.0
2,2022-03-01,3,45.0,2.0,122.0,0.0,42.0,0.8490566037735849,1.0,0.7176470588235294,0.0,0.21212121212121213,53.0,2.0,170.0,359.0,198.0
3,2022-03-01,4,45.0,2.0,122.0,0.0,41.0,0.8490566037735849,1.0,0.7176470588235294,0.0,0.20707070707070707,53.0,2.0,170.0,359.0,198.0
4,2022-03-01,5,42.0,2.0,121.0,1.0,42.0,0.7924528301886793,1.0,0.711764705882353,0.002785515320334262,0.21212121212121213,53.0,2.0,170.0,359.0,198.0
5,2022-03-01,6,39.0,2.0,121.0,2.0,43.0,0.7358490566037735,1.0,0.711764705882353,0.005571030640668524,0.21717171717171718,53.0,2.0,170.0,359.0,198.0
6,2022-03-01,7,38.0,2.0,125.0,3.0,43.0,0.7169811320754716,1.0,0.7352941176470589,0.008356545961002786,0.21717171717171718,53.0,2.0,170.0,359.0,198.0
7,2022-03-01,8,38.0,2.0,126.0,299.0,43.0,0.7169811320754716,1.0,0.7411764705882353,0.8328690807799443,0.21717171717171718,53.0,2.0,170.0,359.0,198.0
8,2022-03-01,9,39.0,2.0,125.0,319.0,45.0,0.7358490566037735,1.0,0.7352941176470589,0.8885793871866295,0.22727272727272727,53.0,2.0,170.0,359.0,198.0
9,2022-03-01,10,41.0,2.0,122.0,323.0,49.0,0.7735849056603774,1.0,0.7176470588235294,0.8997214484679665,0.2474747474747475,53.0,2.0,170.0,359.0,198.0
10,2022-03-01,11,40.0,2.0,121.0,325.0,51.0,0.7547169811320755,1.0,0.711764705882353,0.9052924791086351,0.25757575757575757,53.0,2.0,170.0,359.0,198.0
11,2022-03-01,12,43.0,2.0,120.0,328.0,51.0,0.8113207547169812,1.0,0.7058823529411765,0.9136490250696379,0.25757575757575757,53.0,2.0,170.0,359.0,198.0
12,2022-03-01,13,47.0,2.0,120.0,330.0,51.0,0.8867924528301887,1.0,0.7058823529411765,0.9192200557103064,0.25757575757575757,53.0,2.0,170.0,359.0,198.0
13,2022-03-01,14,48.0,2.0,119.0,330.0,51.0,0.9056603773584906,1.0,0.7,0.9192200557103064,0.25757575757575757,53.0,2.0,170.0,359.0,198.0
14,2022-03-01,15,48.0,2.0,120.0,327.0,52.0,0.9056603773584906,1.0,0.7058823529411765,0.9108635097493036,0.26262626262626265,53.0,2.0,170.0,359.0,198.0
15,2022-03-01,16,48.0,2.0,120.0,329.0,52.0,0.9056603773584906,1.0,0.7058823529411765,0.9164345403899722,0.26262626262626265,53.0,2.0,170.0,359.0,198.0
16,2022-03-01,17,49.0,2.0,122.0,330.0,52.0,0.9245283018867925,1.0,0.7176470588235294,0.9192200557103064,0.26262626262626265,53.0,2.0,170.0,359.0,198.0
17,2022-03-01,18,49.0,2.0,121.0,332.0,52.0,0.9245283018867925,1.0,0.711764705882353,0.924791086350975,0.26262626262626265,53.0,2.0,170.0,359.0,198.0
18,2022-03-01,19,47.0,2.0,121.0,332.0,55.0,0.8867924528301887,1.0,0.711764705882353,0.924791086350975,0.2777777777777778,53.0,2.0,170.0,359.0,198.0
19,2022-03-01,20,47.0,2.0,123.0,329.0,53.0,0.8867924528301887,1.0,0.7235294117647059,0.9164345403899722,0.2676767676767677,53.0,2.0,170.0,359.0,198.0
20,2022-03-01,21,45.0,2.0,127.0,280.0,54.0,0.8490566037735849,1.0,0.7470588235294118,0.7799442896935933,0.2727272727272727,53.0,2.0,170.0,359.0,198.0
21,2022-03-01,22,46.0,2.0,126.0,1.0,56.0,0.8679245283018868,1.0,0.7411764705882353,0.002785515320334262,0.2828282828282828,53.0,2.0,170.0,359.0,198.0
22,2022-03-01,23,45.0,2.0,126.0,1.0,58.0,0.8490566037735849,1.0,0.7411764705882353,0.002785515320334262,0.29292929292929293,53.0,2.0,170.0,359.0,198.0
23,2022-03-01,24,43.0,2.0,125.0,0.0,55.0,0.8113207547169812,1.0,0.7352941176470589,0.0,0.2777777777777778,53.0,2.0,170.0,359.0,198.0
24,2022-03-02,1,45.0,2.0,123.0,0.0,48.0,0.8490566037735849,1.0,0.7235294117647059,0.0,0.24242424242424243,53.0,2.0,170.0,359.0,198.0
25,2022-03-02,2,43.0,2.0,119.0,0.0,49.0,0.8113207547169812,1.0,0.7,0.0,0.2474747474747475,53.0,2.0,170.0,359.0,198.0
26,2022-03-02,3,43.0,2.0,120.0,0.0,46.0,0.8113207547169812,1.0,0.7058823529411765,0.0,0.23232323232323232,53.0,2.0,170.0,359.0,198.0
27,2022-03-02,4,40.0,2.0,121.0,0.0,47.0,0.7547169811320755,1.0,0.711764705882353,0.0,0.23737373737373738,53.0,2.0,170.0,359.0,198.0
28,2022-03-02,5,37.0,2.0,122.0,0.0,46.0,0.6981132075471698,1.0,0.7176470588235294,0.0,0.23232323232323232,53.0,2.0,170.0,359.0,198.0
29,2022-03-02,6,37.0,2.0,120.0,0.0,43.0,0.6981132075471698,1.0,0.7058823529411765,0.0,0.21717171717171718,53.0,2.0,170.0,359.0,198.0
30,2022-03-02,7,30.0,2.0,124.0,2.0,47.0,0.5660377358490566,1.0,0.7294117647058823,0.005571030640668524,0.23737373737373738,53.0,2.0,170.0,359.0,198.0
31,2022-03-02,8,33.0,2.0,124.0,307.0,47.0,0.6226415094339622,1.0,0.7294117647058823,0.8551532033426184,0.23737373737373738,53.0,2.0,170.0,359.0,198.0
32,2022-03-02,9,38.0,2.0,121.0,325.0,47.0,0.7169811320754716,1.0,0.711764705882353,0.9052924791086351,0.23737373737373738,53.0,2.0,170.0,359.0,198.0
33,2022-03-02,10,37.0,2.0,120.0,328.0,49.0,0.6981132075471698,1.0,0.7058823529411765,0.9136490250696379,0.2474747474747475,53.0,2.0,170.0,359.0,198.0
34,2022-03-02,11,33.0,2.0,119.0,326.0,52.0,0.6226415094339622,1.0,0.7,0.9080779944289693,0.26262626262626265,53.0,2.0,170.0,359.0,198.0
