,fecha_opreal,hora_opreal,active_plants_eolica,active_plants_geotermica,active_plants_hidraulica,active_plants_solar,active_plants_termica,percentage_active_eolica,percentage_active_geotermica,percentage_active_hidraulica,percentage_active_solar,percentage_active_termica,total_plants_eolica,total_plants_geotermica,total_plants_hidraulica,total_plants_solar,total_plants_termica
0,2025-02-01,1,60.0,1.0,130.0,5.0,38.0,0.9230769230769231,1.0,0.7386363636363636,0.007320644216691069,0.18811881188118812,65.0,1.0,176.0,683.0,202.0
1,2025-02-01,2,60.0,1.0,128.0,4.0,37.0,0.9230769230769231,1.0,0.7272727272727273,0.005856515373352855,0.18316831683168316,65.0,1.0,176.0,683.0,202.0
2,2025-02-01,3,60.0,1.0,127.0,6.0,37.0,0.9230769230769231,1.0,0.7215909090909091,0.008784773060029283,0.18316831683168316,65.0,1.0,176.0,683.0,202.0
3,2025-02-01,4,60.0,1.0,126.0,5.0,36.0,0.9230769230769231,1.0,0.7159090909090909,0.007320644216691069,0.1782178217821782,65.0,1.0,176.0,683.0,202.0
4,2025-02-01,5,59.0,1.0,126.0,5.0,38.0,0.9076923076923077,1.0,0.7159090909090909,0.007320644216691069,0.18811881188118812,65.0,1.0,176.0,683.0,202.0
5,2025-02-01,6,56.0,1.0,127.0,9.0,38.0,0.8615384615384616,1.0,0.7215909090909091,0.013177159590043924,0.18811881188118812,65.0,1.0,176.0,683.0,202.0
6,2025-02-01,7,53.0,1.0,128.0,77.0,37.0,0.8153846153846154,1.0,0.7272727272727273,0.11273792093704246,0.18316831683168316,65.0,1.0,176.0,683.0,202.0
7,2025-02-01,8,53.0,1.0,128.0,607.0,44.0,0.8153846153846154,1.0,0.7272727272727273,0.8887262079062958,0.21782178217821782,65.0,1.0,176.0,683.0,202.0
8,2025-02-01,9,49.0,1.0,127.0,617.0,43.0,0.7538461538461538,1.0,0.7215909090909091,0.9033674963396779,0.21287128712871287,65.0,1.0,176.0,683.0,202.0
9,2025-02-01,10,45.0,1.0,126.0,623.0,38.0,0.6923076923076923,1.0,0.7159090909090909,0.9121522693997072,0.18811881188118812,65.0,1.0,176.0,683.0,202.0
10,2025-02-01,11,40.0,1.0,124.0,624.0,40.0,0.6153846153846154,1.0,0.7045454545454546,0.9136163982430454,0.19801980198019803,65.0,1.0,176.0,683.0,202.0
11,2025-02-01,12,49.0,1.0,122.0,626.0,34.0,0.7538461538461538,1.0,0.6931818181818182,0.9165446559297218,0.16831683168316833,65.0,1.0,176.0,683.0,202.0
12,2025-02-01,13,56.0,1.0,123.0,628.0,32.0,0.8615384615384616,1.0,0.6988636363636364,0.9194729136163983,0.15841584158415842,65.0,1.0,176.0,683.0,202.0
13,2025-02-01,14,61.0,1.0,122.0,632.0,33.0,0.9384615384615385,1.0,0.6931818181818182,0.9253294289897511,0.16336633663366337,65.0,1.0,176.0,683.0,202.0
14,2025-02-01,15,61.0,1.0,121.0,631.0,32.0,0.9384615384615385,1.0,0.6875,0.9238653001464129,0.15841584158415842,65.0,1.0,176.0,683.0,202.0
15,2025-02-01,16,61.0,1.0,122.0,627.0,43.0,0.9384615384615385,1.0,0.6931818181818182,0.91800878477306,0.21287128712871287,65.0,1.0,176.0,683.0,202.0
16,2025-02-01,17,60.0,1.0,124.0,628.0,44.0,0.9230769230769231,1.0,0.7045454545454546,0.9194729136163983,0.21782178217821782,65.0,1.0,176.0,683.0,202.0
17,2025-02-01,18,62.0,1.0,125.0,627.0,44.0,0.9538461538461539,1.0,0.7102272727272727,0.91800878477306,0.21782178217821782,65.0,1.0,176.0,683.0,202.0
18,2025-02-01,19,62.0,1.0,126.0,625.0,38.0,0.9538461538461539,1.0,0.7159090909090909,0.9150805270863837,0.18811881188118812,65.0,1.0,176.0,683.0,202.0
19,2025-02-01,20,62.0,1.0,124.0,621.0,39.0,0.9538461538461539,1.0,0.7045454545454546,0.9092240117130308,0.19306930693069307,65.0,1.0,176.0,683.0,202.0
20,2025-02-01,21,62.0,1.0,122.0,602.0,41.0,0.9538461538461539,1.0,0.6931818181818182,0.8814055636896047,0.20297029702970298,65.0,1.0,176.0,683.0,202.0
21,2025-02-01,22,63.0,1.0,124.0,88.0,38.0,0.9692307692307692,1.0,0.7045454545454546,0.12884333821376281,0.18811881188118812,65.0,1.0,176.0,683.0,202.0
22,2025-02-01,23,63.0,1.0,124.0,5.0,39.0,0.9692307692307692,1.0,0.7045454545454546,0.007320644216691069,0.19306930693069307,65.0,1.0,176.0,683.0,202.0
23,2025-02-01,24,61.0,1.0,121.0,4.0,39.0,0.9384615384615385,1.0,0.6875,0.005856515373352855,0.19306930693069307,65.0,1.0,176.0,683.0,202.0
24,2025-02-02,1,56.0,1.0,127.0,3.0,39.0,0.8615384615384616,1.0,0.7215909090909091,0.004392386530014641,0.19306930693069307,65.0,1.0,176.0,683.0,202.0
25,2025-02-02,2,56.0,1.0,128.0,3.0,37.0,0.8615384615384616,1.0,0.7272727272727273,0.004392386530014641,0.18316831683168316,65.0,1.0,176.0,683.0,202.0
26,2025-02-02,3,59.0,1.0,128.0,4.0,37.0,0.9076923076923077,1.0,0.7272727272727273,0.005856515373352855,0.18316831683168316,65.0,1.0,176.0,683.0,202.0
27,2025-02-02,4,57.0,1.0,128.0,5.0,37.0,0.8769230769230769,1.0,0.7272727272727273,0.007320644216691069,0.18316831683168316,65.0,1.0,176.0,683.0,202.0
28,2025-02-02,5,58.0,1.0,124.0,5.0,36.0,0.8923076923076924,1.0,0.7045454545454546,0.007320644216691069,0.1782178217821782,65.0,1.0,176.0,683.0,202.0
29,2025-02-02,6,54.0,1.0,122.0,7.0,36.0,0.8307692307692308,1.0,0.6931818181818182,0.010248901903367497,0.1782178217821782,65.0,1.0,176.0,683.0,202.0
30,2025-02-02,7,49.0,1.0,124.0,52.0,35.0,0.7538461538461538,1.0,0.7045454545454546,0.07613469985358712,0.17326732673267325,65.0,1.0,176.0,683.0,202.0
31,2025-02-02,8,49.0,1.0,124.0,610.0,39.0,0.7538461538461538,1.0,0.7045454545454546,0.8931185944363104,0.19306930693069307,65.0,1.0,176.0,683.0,202.0
32,2025-02-02,9,44.0,1.0,125.0,624.0,38.0,0.676923076923077,1.0,0.7102272727272727,0.9136163982430454,0.18811881188118812,65.0,1.0,176.0,683.0,202.0
