,Date,Almacenamiento_Bateria,BioGas,Biomasa,Carbon,Cogeneracion,Diesel,Eolica,Fuel Oil,Gas_Natural,Geotermica,PetCoke,Solar,Hidraulica
36,2020-02-06,0.0,444.6301959332,5379.4940279694,70366.714,377.03000000000003,19.7644190969,18048.0234671607,0.0,47402.0685,730.1059,915.0,21020.130140873902,56378.2880938325
37,2020-02-07,0.0,477.6240314193,5674.6795894729,76223.8044,385.59,80.9909603854,18275.9056032415,0.0,43836.797,708.6384,900.0,21234.3454741446,57151.3702523911
38,2020-02-08,0.0,484.5044552629,5634.816,77856.6456,382.46,102.4296679355,10742.5344693934,0.0,43129.4054,701.1198,858.5,20600.0638304455,56133.4971603604
39,2020-02-09,0.0,488.2818928786,5356.135167267,72097.2766,379.59000000000003,69.77058551399999,9741.2707825881,0.0,37627.6864,691.5138000000001,477.5,22086.6721968912,55572.9770164626
40,2020-02-10,0.0,482.9596153387,4623.1856084902,85662.6582,381.13,389.3884976927,11587.606301792799,0.0,42479.7767004831,679.8944,0.0,22749.2197910524,58299.086233106
41,2020-02-11,0.0,459.606476897,5312.1435247802,80785.3519,377.65,1271.044520764,11681.2335319795,0.0,46893.9118462952,697.1398,0.0,22265.2793098043,58485.011852397896
42,2020-02-12,0.0,491.3760691958,5343.800551758,74003.0834,381.78000000000003,1586.3495531424,17434.625828686,0.0,45866.0321191665,698.6958,0.0,21648.3662496215,57797.8258915646
43,2020-02-13,0.0,483.2616303829,5035.1690274357,75241.3027,376.59000000000003,483.52876323739997,23580.8864768754,0.0,42218.9894879448,699.0237,0.0,21820.4699249599,53448.2556576479
44,2020-02-14,0.0,476.3616577863,4790.520822549,77717.1913,377.46,1530.2578973813,18261.3570151993,0.0,42534.4255701264,722.6822,0.0,21263.6260330908,54583.6006410588
45,2020-02-15,0.0,443.1689052146,5649.4953103639,78636.2948,375.27,19.5112729762,10465.7954001087,0.0,37490.7153,580.9063,0.0,21690.2399921424,52659.4580516045
46,2020-02-16,0.0,441.7138632132,5031.317574219,69360.6979,382.43,18.7629973158,6096.1779623454,0.0,38343.4182,725.0381,0.0,21542.1895443267,52893.1563212914
47,2020-02-17,0.0,434.61603328670003,5210.5889491574,81533.0935,376.73,196.06198098480002,12016.3325414781,0.0,42203.4182584999,473.6123,0.0,21770.5185791659,54825.2904121677
48,2020-02-18,0.0,452.2235362544,5369.1680918578,80988.0446,373.14,439.17344928389997,18280.9188870206,0.0,41726.988077810696,596.2675,207.5,20940.4681734748,54910.6105379628
49,2020-02-19,0.0,459.41508830040004,5139.7090998689,81060.34330000001,356.0901,520.6692859848,14955.7836497663,0.0,47794.7808296448,596.6108,990.0,21084.0872334981,54136.0864906409
50,2020-02-20,0.0,450.7737742608,4648.4094664309005,86159.0905,377.96,1432.3274083270999,12305.3290215829,0.0,48106.3829,607.9031,1175.5,20905.1315013862,54614.089360223195
51,2020-02-21,0.0,450.2649872542,5377.6223570558,85272.00690000001,385.24,1060.3807553774,5518.4501211136,0.0,51561.9195,617.7691,1252.5,20982.4930740258,54638.6285793702
52,2020-02-22,0.0,426.9768149566,5397.1517883298,79722.3897,380.36,416.2836978611,7891.3658049118,0.0,45403.37,736.5262,1265.5,21606.99743735,50487.0355342174
53,2020-02-23,0.0,446.185761043,5499.844851868,73925.29,377.82,52.8283285434,8544.508596587,0.0,35185.4738,593.4254,1264.5,22034.202574131,50247.4583288929
54,2020-02-24,0.0,431.6007169189,5906.8793575441,85129.343,379.74,629.7045265552,15479.6656869524,0.0,40389.5797,662.4000000000001,1250.0,20477.916658105,52708.3326225285
55,2020-02-25,0.0,450.75291386,5553.7069768683,88739.5045,382.35,923.8686406299,13354.0885742946,0.0,45739.5169,643.2,1273.5,21719.6576306165,47233.8623160994
56,2020-02-26,0.0,423.1028483216,5339.0139441548,86271.4674,387.03,3891.7725115139,10373.0918228714,118.9,51020.7071949967,643.2,1247.0,22029.974751233698,46880.3319519485
57,2020-02-27,0.0,428.3229287363,5646.9200623776,80937.0392,380.97,3053.8585747636,10699.8677115357,42.24,55147.4312661331,648.0,1260.5,21774.8039059124,49082.4837544248
58,2020-02-28,0.0,423.9472207913,5890.5099255372,77075.0998,380.83,3767.057921822,11152.7654037061,75.06,59337.1044379988,648.0,1271.5,21835.5563326108,47183.19225058635
59,2020-02-29,0.0,463.8105717295,5021.4293159427,79020.04490000001,380.88,371.421129087,7551.581303285,1.8,53198.6389,643.2,1263.5,21592.8243794058,47441.79137242606
