,Date,Almacenamiento_Bateria,BioGas,Biomasa,Carbon,Cogeneracion,Diesel,Eolica,Fuel Oil,Gas_Natural,Geotermica,PetCoke,Solar,Hidraulica
548,2021-07-02,0.0,449.0576085576,4598.970259646,94891.0408,1102.43,678.6109242132,28743.709807681,130.1,40384.6935895395,1119.9229,1254.5,22033.532651385,42409.8957319664
549,2021-07-03,0.0,439.8544055342,5283.5087159727,94428.4473,1131.45,433.408829065,18773.9539720326,0.0,42334.3837394009,1058.7172,1252.0,20977.6457769179,39258.486432041296
550,2021-07-04,0.0,436.5575358745,4800.298587399,95270.1551,1139.18,1189.1860396854,4639.2895847899,0.0,42991.633899565,1154.4054,1254.0,21536.6895384266,42264.9813965262
551,2021-07-05,0.0,443.592711566,4666.1898915367,102640.2569,814.48,3785.6742017441,6539.9200769103,134.8,52556.3408221503,1129.0814,1255.5,21853.516074629202,43457.2185793302
552,2021-07-06,0.0,408.2238415924,4008.564,100920.0967,1079.69,2304.8730747933,17697.8974606891,247.16,50217.3145536366,1191.0989,1258.0,19581.6273694998,41829.8161337617
553,2021-07-07,0.0,426.0345345077,3856.313,90167.7889,1161.32,2285.9743330278,27202.2243885761,251.07,48359.246988769904,1164.4916,1253.5,22570.6327177084,35704.9901655629
554,2021-07-08,0.0,421.1734824729,4363.563139498,102528.2918,1147.07,1538.7950593599,14706.1315200695,245.39000000000001,44064.9828853816,1147.8358,1248.5,23181.29696797,37981.7441446107
555,2021-07-09,0.0,428.5754675281,4703.382379301,95612.2763,1053.82,1339.172863738,31223.5695014159,199.22,41262.9174762234,1131.1756,1264.0,20429.7144913456,38162.8064980787
556,2021-07-10,0.0,428.3159370874,4394.7269943520005,100928.1861,1213.73,31.8640375595,20179.0627209562,0.0,32494.596118192,1055.4115,1263.5,21318.2589977143,41823.6613239305
557,2021-07-11,0.0,420.8557069683,5122.4662948919995,92116.7617,1261.98,574.8792619332,18296.9191191681,0.0,35871.8236767041,1148.2481,1261.0,20678.9469217857,40954.1417569038
558,2021-07-12,0.0,406.3787911359,5557.8971078074,95031.1397,1009.96,17034.744033430994,10458.6297867166,0.0,46533.9905788476,1168.0205,1252.5,12145.4319116887,50140.3224173182
559,2021-07-13,0.0,386.9127877923,5484.0886966515,88994.1065,531.56,23686.2722886769,13892.4368537054,130.1,45944.0668034821,800.9134,1252.0,17855.0407121155,40908.6958228785
560,2021-07-14,0.0,380.7764707546,5209.6020944561,78571.1083,580.9801,26177.97560247148,20468.8146737858,264.24,44169.2800993811,982.7661,1253.0,21100.9786063057,40658.7415572464
561,2021-07-15,0.0,390.9229697344,5345.3473853474,87401.6386,778.94,23496.25458012549,20593.243104157602,264.0,40927.8083140706,1020.5267,1249.5,22693.3459110503,33955.4416289965
562,2021-07-16,0.0,406.5234901984,5432.5289915022,87883.0746,502.545,9398.5378092125,26608.2881399856,91.7,36630.7370076024,1034.4874,1253.0,21878.2029314069,30998.3346658494
563,2021-07-17,0.0,396.3831744568,5008.4230712016,86882.2853,719.48,7493.6900181655,24412.8901813528,0.0,35709.5537173837,1042.1213,1258.0,22737.8411116414,31237.438974721703
564,2021-07-18,0.0,367.1544874529,4989.2974975431,82366.2518,1135.73,11464.891971086,16880.5632914678,0.0,35495.0450930435,1027.9523,1265.0,22872.434162162,30293.8210982241
565,2021-07-19,0.0,336.4697322512,5159.1508305878,88610.9747,1150.61,16775.8609160903,20395.6149205119,0.0,42219.3544567316,1060.1794,1264.5,22581.1826015383,30303.3850267706
566,2021-07-20,0.0,306.9514209124,5435.67938322,90842.86260000001,1040.82,18850.790745044764,14037.1057862917,559.49,41571.168873358,1060.8266,1251.0,24351.7827558414,33960.2136141075
567,2021-07-21,0.0,345.5572036549,5881.1474557787,89083.8059,1126.21,15747.401013633134,7055.8362385191,211.43,46663.6636217615,1051.8962000000001,1261.0,23374.2136313767,31626.557410676898
568,2021-07-22,0.0,353.0472362076,6269.779609303,91149.1906,1118.23,17033.361413252802,7911.2589299773,258.4,45177.1410392246,1046.7548,1261.0,23507.058820988,32813.6505299419
569,2021-07-23,0.0,353.9491637958,5585.5155018828,85513.2574,1105.8700000000001,17068.687521712698,16152.2227544908,450.32,47295.555783583,1026.5817,1067.0,21154.2633350317,35035.8221928611
570,2021-07-24,0.0,378.912529635,5759.5014345087,85758.49250000001,1083.8700000000001,29768.74298697812,13546.0890456091,1483.08,39368.7017166362,1039.1092,1180.5,17811.4222621659,31319.6058840428
571,2021-07-25,0.0,389.9804708747,5998.879530336,90190.5351,1077.19,12163.125353191936,21062.06078254,252.0,34085.2868690492,1040.2002,1265.0,18371.8586167251,31407.8268488329
572,2021-07-26,0.0,389.5403879121,5462.1311924397,86108.6699,1056.05,13919.7060161993,34588.3704508183,251.8,37545.6798047353,995.6907,1261.5,23564.2988738951,31341.5402274618
573,2021-07-27,0.0,406.9533007719,5257.1368108947,87898.561,908.01,17443.4530237766,34054.2792353501,264.0,36951.2933749827,1052.0588,1226.0,25498.8834180867,27910.6198408765
574,2021-07-28,0.0,396.2619976852,5617.5495579798,94594.6833,727.1,15092.280442713,19368.1843446227,262.5,41101.5283105961,945.6623,1207.5,25513.9834647002,31334.663860721
575,2021-07-29,0.0,395.2651082886,5597.4315251894,93798.226,591.53,16638.171049746932,9713.8929844841,261.15,49105.910970545,1044.8159,1210.0,24366.4716870866,31873.7500947545
576,2021-07-30,0.0,389.1790261023,5839.4301542928,93112.269,649.31,20166.324844848325,13788.5277950522,253.8,46692.8756124774,1033.573,1219.0,23439.3615501302,27968.366004956
577,2021-07-31,0.0,330.2987240507,5192.8039696519,86988.553,750.94,4058.0996194061,23936.6316773121,241.6,45229.4793739549,1006.7603,1170.5,23710.1955309267,27605.2634691058
578,2021-08-01,0.0,334.5648995945,5441.1722694117,77417.3409,824.0,4349.611166360187,27591.4480212782,0.0,35423.5701756765,1085.8364000000001,1180.0,25654.690077726802,27650.678936959
579,2021-08-02,0.0,389.2191675145,5448.3241470221,80704.6147,1171.76,13131.7365315793,22859.2102180494,168.3,43958.5727546366,1139.8495,1252.5,25404.07851928345,28167.7093773804
580,2021-08-03,0.0,402.8613017759,5092.5506824004,82272.74,1226.6,16764.300508476,19793.1596585553,256.1,47407.1911133214,1133.0427,1256.5,25305.644252475347,28081.3339233398
581,2021-08-04,0.0,320.5076078457,5382.908011167,77583.2637,1232.31,22824.15518359834,11594.5412582425,262.1,56442.4165925319,1126.7576000000001,1135.5,23367.5934173497,28132.7893351436
582,2021-08-05,0.0,389.3513012781,5411.0055322421,72477.0625,937.84,29297.0602755207,14988.5535841619,324.39,57057.3348962925,1121.9551000000001,1254.5,23950.937954934816,27332.3100261631
583,2021-08-06,0.0,420.6696330926,4991.1413233404,70802.6013,1132.97,26308.530870441202,8345.4750662125,1010.1,62322.7763380109,1119.6929,1266.5,25873.801946513428,31107.5335436467
584,2021-08-07,0.0,407.8634237482,4362.704578702,64760.1304,1152.81,17471.2579481264,17855.0233796169,766.37,64925.1113071347,1111.2446,1259.5,23162.308725081275,28022.605383959
585,2021-08-08,0.0,418.96215186890004,4503.374819565,63400.3682,1145.8600000000001,17039.538034568,19511.229203368,271.0,57545.8215748027,1108.1386,1261.5,24314.770364002095,24772.5546967053
586,2021-08-09,0.0,403.5718076743,4929.9359907646,63298.5967,1171.04,17878.984517582,38166.8143606765,552.84,54477.9420545122,1090.85,1252.5,27994.366180458394,26171.975014552598
587,2021-08-10,0.0,401.8255797975,5667.0931145651,66604.3052,853.22,13084.3794444055,41943.7956766054,265.7,51903.0872937082,1045.9332,1243.0,27801.219501732816,23325.3565671106
588,2021-08-11,0.0,405.41549896649997,5781.8095441667,81417.9182,1137.74,14365.955659577601,20746.3534443848,261.07,56845.1979610541,1059.6441,1256.0,23828.637983883542,25614.64968119
589,2021-08-12,0.0,374.041903487,6760.9679430697,76933.8217,1156.02,21887.4061655774,7389.8800087116,884.26,65727.28096771581,1061.0841,1260.0,24723.80054361489,29993.441818455398
590,2021-08-13,0.0,408.1657965989,7107.9364661062,72254.1477,1144.18,18067.7398631325,15691.5409132329,202.5,67883.4768953942,1034.008,1264.5,27446.86014167382,26095.923783994498
591,2021-08-14,0.0,418.02171198450003,6286.9195658621,74305.4766,1181.08,9934.7295056362,9804.4442048903,238.4,66368.5869951951,1013.83,1263.5,26943.442509201068,25537.2174343739
592,2021-08-15,0.0,420.48634960839996,6181.8225560411,72972.8489,1178.15,5509.0376504533,19916.6214171923,247.0,61274.3197802707,930.5754000000001,1260.5,22472.950394682095,24525.5857533406
593,2021-08-16,0.0,414.5542461316,5744.8632804327,76045.0996,1165.81,4069.3882548153,24694.5267855341,232.4,64065.853329397,930.9759,1251.5,25693.695951025926,33368.9782172271
594,2021-08-17,0.0,401.49661608499997,5798.4618009181,71074.8205,730.13,9750.5212685476,23481.4433121411,261.7,61768.0370243386,924.7778,1242.5,26372.01014075134,34498.3888601836
595,2021-08-18,0.0,405.83615422540004,4750.3861294404,67195.3423,503.18,5775.1894502802,21879.6456174585,240.6,52797.4944032848,921.2829,1248.0,24683.346467406132,54481.7592814302
596,2021-08-19,0.0,423.0989600685,4787.9970726011,66927.8723,503.7,11231.665929061,22522.2467781546,225.9,50902.2900557729,921.9272,1253.0,23668.93439284326,51169.6593463298
597,2021-08-20,0.0,432.2440969558,4714.4904135434,69629.8475,504.19,8405.6408263187,25944.1565535605,221.1,52401.365146968,919.0840000000001,1255.5,27106.40638424725,45676.9091589905
598,2021-08-21,0.0,408.185510091,4002.9909527816,68903.5061,503.28000000000003,6763.6390536574,31684.1559594462,243.7,37949.541561166,914.0443,1223.0,26186.836797446762,41325.5563481205
599,2021-08-22,0.0,379.1911998045,4372.9289864679995,59107.8617,503.21,7843.3902841583,28316.3354560449,28.5,31844.689669648,889.3003,1256.5,26274.01112890664,49271.1593331951
600,2021-08-23,0.0,401.981460525,5062.447807144,83352.8061,503.71999999999997,7939.7218175793005,15675.0909651443,0.0,43374.0269631213,1022.1541,1250.0,26891.071088661698,52066.1625587268
601,2021-08-24,0.0,405.2970835266,4476.5310987226,82576.2142,1157.47,9412.9815024859,15540.2059943384,131.72,44275.5829808394,1008.9039,1259.0,23209.091996928895,50272.1848943662
602,2021-08-25,0.0,397.5075514483,4908.7897616878,75029.9195,1133.79,9363.9168537356,29058.371026574998,157.2,33500.6661471595,989.0482000000001,1251.5,28349.824200572144,43841.7507003728
603,2021-08-26,0.0,406.7941798244,4424.9266907352,68092.3486,1139.63,5281.1351913861,37273.7326157326,119.21000000000001,35416.0320002128,855.8017,1256.0,29888.387204690982,45281.3748869267
604,2021-08-27,0.0,409.9564458217,4803.6384976999,77790.051,1120.06,4906.4478309987,26279.381803161,0.0,31337.209495390798,1142.4555,1251.5,27158.210887405683,54702.7191398345
605,2021-08-28,0.0,403.9768713943,4220.7721309738,74252.1604,1103.16,1866.4850119787,22425.0211231961,0.0,30838.9756693831,1138.7961,1257.5,29265.660897970312,46111.3772647448
606,2021-08-29,0.0,398.0616471412,4358.1462922110995,66152.7834,1137.55,3779.5004003304,11484.1570619628,0.0,36856.5840556259,1114.6733,1257.0,31384.837540384764,46150.8604091901
607,2021-08-30,0.0,404.60253973929997,4625.851998,75535.9936,1120.23,11111.590757411,8827.908177592,102.9,47114.5587637803,1151.8990000000001,1270.0,28817.426797527718,47488.7978245031
608,2021-08-31,0.0,429.6105524333,3965.164026,76722.755,1102.99,6101.1213144567,19878.6256897594,57.46,39876.8841,1111.8449,1265.0,31344.40021584811,46883.9747679816
609,2021-09-01,0.0,444.3579870982,4430.3822777793,80186.2634,1057.62,7121.469706987,24920.1851634396,0.0,30418.1236397206,1098.4995,1266.5,26414.728898809608,47365.8198355207
610,2021-09-02,0.0,421.1280417511,4354.5907698672,72004.3244,1031.62,321.5829906533,15637.6476688471,0.0,41089.5154158055,1100.3435,1248.0,32147.872840201384,50735.7766993994
611,2021-09-03,0.0,440.3356196564,3724.4429227292,76737.5041,1032.99,372.3893671032,7599.7054856621,0.0,45980.113467623,1102.4827,1216.0,29871.893549347737,58278.9719805779
612,2021-09-04,0.0,385.7789884353,3293.4957585053,62828.397600000004,1045.55,19.7221151784,25765.3625675474,0.0,41447.4677493067,844.1186,1239.0,32459.03365157361,38134.227117272
613,2021-09-05,0.0,336.9296499679,3649.7599483719,55871.3407,1019.44,37.4737858369,23100.5435959549,0.0,36443.1975983078,725.9766,1188.0,30652.06406603281,36822.2596039746
614,2021-09-06,0.0,431.5141765074,4452.5402042356,65099.133,1020.88,127.8945008071,33978.7648626268,0.74,43113.0302849249,873.4137000000001,1256.0,28509.12129405941,48291.4552875184
615,2021-09-07,0.0,409.0670659854,4429.8641489715,78001.4801,1006.17,785.9004680937,25517.0716315584,0.0,37847.4637010529,927.1935,1255.0,28838.914222949257,51048.2780954644
616,2021-09-08,0.0,405.2931536425,4447.0509508812,73362.2049,1034.83,843.4970769025,34963.3059921131,0.0,32641.0561719998,888.1270000000001,1238.0,33864.04053096203,41509.0762357433
617,2021-09-09,0.0,410.2313248595,4042.3698115654,74366.7107,1031.42,96.1310043161,28982.2042108243,0.0,39993.2254359326,987.5905,1245.0,34644.85458049399,41404.7736661163
618,2021-09-10,0.0,397.5927396492,4126.8398672558,79724.7329,1024.78,212.5516621131,8640.5106783594,18.71,48634.5837721773,975.2838,1242.5,33674.970547732904,47418.0650327973
619,2021-09-11,0.0,379.0790999478,3939.4805722734,69095.8804,1034.29,89.0522063475,37537.7377806026,0.0,38387.5525156998,957.8853,1228.0,26108.2287415159,40679.2675231097
620,2021-09-12,0.0,430.0972154452,3626.0673108369,68003.0896,1042.72,166.6643237582,25909.0573892748,0.0,36334.9531896389,953.9782,1264.0,28114.849074642436,43699.4406022029
621,2021-09-13,0.0,445.8520301643,4005.4667295816,73909.6576,1032.2,1962.2924993633999,31372.7908435735,0.0,34112.0391678288,830.4554,1265.5,30246.46344171999,54236.8283563665
622,2021-09-14,0.0,421.8551291602,4071.567750958,77530.2697,1043.3,1640.1378320756,30789.1496201004,63.4,30698.6562955157,1082.726,1247.0,35505.68213887598,49298.1798870547
623,2021-09-15,0.0,190.076265344,4267.0985127390995,67877.2032,1045.88,1089.4266801547,24073.4940323887,22.08,36494.8881750928,976.4229,1254.5,36632.87869379261,46411.9939263432
624,2021-09-16,0.0,152.4347320395,4278.3388352357,72726.7162,1064.96,68.4102606375,22163.7752131136,0.0,33265.1042407353,1063.5693,1267.0,35608.98766653321,43623.8046319988
625,2021-09-17,0.0,405.715350605,5121.1850352493,71571.1149,1086.01,57.6317019926,21048.8694919896,0.0,29596.5366030949,985.6355,1246.5,33478.2168698026,37563.6902871819
626,2021-09-18,0.0,260.542487625,4828.7785745867,61876.9108,1075.85,41.8489240768,30842.7206281442,0.0,30083.6024,1024.8271,1240.0,29285.942650136156,33550.1270914377
627,2021-09-19,0.0,306.917204963,5050.3216321249,59425.9662,1085.7,56.7732585267,35632.6281335834,0.0,25386.0544,1045.0279,1250.5,26545.21790919766,38141.4615322273
628,2021-09-20,0.0,293.357433309,5301.4728041749,67768.4394,1093.24,38.8047349965,44764.8160567526,0.0,26929.3438811909,999.1733,1141.5,34888.70678777983,40312.6972182713
629,2021-09-21,0.0,168.1343011893,5606.033516305,80258.6438,1054.84,39.7580542038,20058.2847444721,0.0,45011.9120426856,1053.9724,1115.5,28577.523495224068,46473.3396309353
630,2021-09-22,0.0,166.9395923196,5051.8752292097,70401.4553,1021.8,269.3594101179,21029.040369563,0.0,48963.6392307525,1012.9177999999999,1129.5,32847.8413988666,45243.8305908936
631,2021-09-23,0.0,179.1340671543,5340.2186315273,65099.4851,1029.87,284.66973814240004,28599.3833766435,0.0,47270.6904773407,948.4251,1160.0,36655.574694116265,37312.2654092717
632,2021-09-24,0.0,368.394668579,5278.0606134564,66656.6655,1057.59,889.3292418146,15845.086043429801,0.0,48421.2367832348,1060.1876,1165.5,37321.915342627275,46564.640232669204
633,2021-09-25,0.0,379.53502766040003,4962.3363684728,59601.333099999996,1067.69,65.4998089294,25056.9868955195,0.0,37324.2848573883,945.5376,1089.5,33471.76298129834,48871.6335546591
634,2021-09-26,0.0,359.9843133396,4878.7229112745,53549.6414,1086.89,228.931245103,37706.2065542163,0.0,27276.3032,964.8491,1210.0,29857.42027942211,43921.9946664565
635,2021-09-27,0.0,325.0713160267,5303.2394107856,59573.8511,1075.11,584.6770926553,24471.5082064661,0.0,39267.4197288817,899.6887,1206.0,37686.35892759875,51235.7940636233
636,2021-09-28,0.0,424.8764895824,5493.3964261335,68201.8045,1079.19,341.89755693029997,16053.8203672041,0.0,38955.859976394,859.3388,1238.0,37283.93537996894,51679.9227561546
637,2021-09-29,0.0,418.6793640725,5802.8417239991,64645.2315,1097.47,2167.0938985986,17238.3214986201,29.26,34024.531644252296,889.6985,1250.5,34057.329760957546,54680.19786469
638,2021-09-30,0.0,434.2810365148,5693.2217343636,63832.4133,1096.91,254.3165895281,29062.0165993026,30.419999999999998,36240.7756112922,794.4742,1255.0,37975.00220564312,40570.1469267034
639,2021-10-01,0.0,381.5869929088,4890.5319492531,57491.6873,1043.13,140.3150246189,37341.0552835504,0.0,37500.57,735.1843,1208.0,38016.873890645504,40385.752728399
640,2021-10-02,0.0,263.681299568,4401.3854167553,46541.8393,1016.55,100.4635119273,35648.1767998846,0.0,32655.5602,691.6749,1248.0,37295.1229558939,49746.4077120292
641,2021-10-03,0.0,254.3115453957,4897.970163544,47695.1008,1042.89,78.4680732242,42881.1184633533,0.0,29226.5638,580.9751,1237.0,32173.5152570351,41639.536958038
642,2021-10-04,0.0,314.5061206484,5070.1344371095,52118.1481,1046.3700000000001,36.3824943494,38294.8378276231,0.0,40802.2728346183,415.8112,1237.5,39203.9822791938,43049.9802288106
643,2021-10-05,0.0,299.8291100666,4362.1445332799,58278.9281,1051.24,68.496160167,30919.3849611815,0.0,45680.6518292664,525.5291,1247.5,39454.1438139512,41479.5675163215
644,2021-10-06,0.0,410.958645028,4172.4713732826,61873.1578,1056.56,1158.1234882145,21190.29010338743,0.0,54263.0140007124,572.22,1250.5,28513.7143553691,47309.1845330862
645,2021-10-07,0.0,403.3867360231,4496.3563894098,58405.579,1057.25,1200.524147676,22177.7269963041,0.0,54893.629787147904,968.3322000000001,1252.0,34078.4790167266,46019.4366454331
646,2021-10-08,0.0,415.8350829401,3476.5827082335,58240.2809,1033.497,1479.3743258896,17266.2827052607,0.0,56366.8639911604,982.4396,1235.0,34959.7370795367,48644.5429698352
647,2021-10-09,0.0,342.4826770294,4067.3694119702,55024.8579,1038.53,453.6927148987,17808.396631934098,0.0,45189.2734,937.5311,1199.5,37645.609303797,46335.6536671456
648,2021-10-10,0.0,323.6790544749,4342.5842789316,54977.161,1024.84,736.350914699,21220.7458145819,0.0,39780.1635,895.6080000000001,1226.0,30935.8927479729,43744.9797134956
649,2021-10-11,0.0,308.7667278553,4407.6197599125,50455.7783,1115.27,753.9814407534,23530.0409067649,0.0,35974.3527926026,846.863,1245.0,37435.8386350459,47978.8389830588
650,2021-10-12,0.0,332.7473632128,4793.6990121596,59337.3092,1138.21,6309.136227592,10740.1012753105,0.0,45918.0062130054,1005.0372,1262.0,37752.8677239759,57697.7100542495
651,2021-10-13,0.0,345.5855052639,4865.5901037979,55796.7791,1078.82,4328.8839531774,29007.20113986952,0.0,40258.4647758464,967.3575000000001,1252.5,38441.6746040173,47471.4433555794
652,2021-10-14,0.0,374.252921636,5319.9237999929,54527.4287,1135.12,2098.0408847247,35706.5415336012,0.0,35948.4199061056,864.2675,1243.5,36507.9866147059,48845.9163849963
653,2021-10-15,0.0,387.0647092462,5060.8685121916,53319.4111,882.2,1214.5505877965,41348.0252249997,0.0,32224.2984,883.472,1244.0,42033.239136667,46263.4969295823
654,2021-10-16,0.0,406.7870731582,4869.2621518747,57886.1786,887.9100000000001,833.7504806805,34196.257819792,0.0,27838.665,925.6295,1263.0,42676.1160827378,43092.1580526473
655,2021-10-17,0.0,335.4013717946,4850.3243823071,57019.7353,722.27,559.9537629821,38277.4890729408,0.0,21685.7493,745.8555,1251.5,37499.1974603839,39919.1352663946
656,2021-10-18,0.0,329.0344039065,4991.0609466553,66949.0003,658.53,1356.2209871385999,29139.0743094994,0.2,34475.3992,950.759,1256.0,42581.452224458204,43020.6928991991
657,2021-10-19,0.0,384.7526563396,4618.1685041296,76140.1398,625.86,3078.2874877014,13635.0496116502,0.0,35329.7979363255,986.673,1254.5,42799.9135613429,50799.7915347672
658,2021-10-20,0.0,409.14625737660003,4194.1579803469,81612.9788,642.75,5517.9790218461,9664.5767633482,0.0,37056.9152,994.0955,1251.0,36654.4092529928,52721.6913186298
659,2021-10-21,0.0,430.1145409872,4243.3095548706,71876.6816,640.7,2074.6083635033,23567.139230211,0.0,37157.5307336633,887.1908,1255.5,40044.6493296963,44703.4633048015
660,2021-10-22,0.0,461.9934981796,4787.1530589938,73361.4534,704.11,844.1784430709,33637.1865874531,0.0,25699.6100997313,873.1457,1266.5,40698.1981527088,45269.175743010404
661,2021-10-23,0.0,341.5335249726,4393.5483723682,64245.5636,625.14,1288.3760301107,30762.8358219954,0.0,24681.2129,799.8546,1233.5,40830.0272154788,46226.5820826005
662,2021-10-24,0.0,326.34783390990003,4415.116624176,59286.7954,623.87,52.3625386889,27150.9038253631,0.0,31504.4678,738.3825,1207.0,38317.2945883001,39481.8186881018
663,2021-10-25,0.0,411.6628470251,5037.5394026792,71853.8017,361.45,1343.809472435,14497.9232373108,0.0,38080.9509,1028.97,1256.0,44208.4695584253,49787.1420685445
664,2021-10-26,0.0,423.2034966207,5022.7795473635,62831.698000000004,590.96,1481.0541941462,20664.1215477311,0.0,31868.2556,1016.7562,1244.0,43444.7369997507,60195.7702596204
665,2021-10-27,0.0,443.9069793287,4437.4938915701005,61562.3965,556.14,1309.0422968717,20610.2249252646,0.7999999999999999,32073.5153777435,1015.8449,1256.5,43265.4600979728,60903.4233058911
666,2021-10-28,0.0,414.6987625923,4459.1649960941995,66643.8785,508.6,1728.0310193078,17898.8644042501,82.67,30789.0424706775,976.6696,1255.5,44152.9707189682,62811.812297594995
667,2021-10-29,0.0,428.3837529802,4145.4170088937,66698.8148,506.72,1545.2706020474,24301.4719648373,32.7,33613.7606497145,981.649,1256.0,43490.048095810904,57105.1335537252
668,2021-10-30,0.0,358.8219680166,4899.4767646245,64630.8059,507.75,722.9330753259,21205.6429065468,0.0,29295.25,971.3079,1244.5,41355.8746559196,55910.7434995276
669,2021-10-31,0.0,350.5540071393,5466.6162525352,59821.5427,507.83,452.7766526967,13580.1096914181,0.0,29027.7,834.0138000000001,1244.0,37210.3795892751,56770.5802384843
670,2021-11-01,0.0,381.5123993041,5264.0417327578,61465.905,506.89,87.4924824377,12232.689212147001,0.0,29588.33,984.5257,1244.5,38884.6132503238,55523.2601735618
671,2021-11-02,0.0,419.3557797765,4901.8245970919,57071.446,506.478,701.5438487611,18507.2015133371,0.0,43082.55,273.7233,1254.0,44570.518890964,55171.8298067499
672,2021-11-03,0.0,393.156276724,4504.3795278719,56137.1969,505.67,1545.7677357617,24554.578251159,0.0,40564.99,705.5544,1264.0,41883.4136780359,52295.3478423652
673,2021-11-04,0.0,357.81283894989997,4370.1363976133,46712.6363,504.78,1882.6033338327,38088.2457452306,0.0,37643.4136930265,864.8643000000001,1251.0,42434.548720938204,48784.694272539404
674,2021-11-05,0.0,395.1444958202,4256.1797644867,46573.7432,508.06,1643.654278537,38551.6322918239,0.0,37122.2469810633,908.1465000000001,1244.0,44403.1463957787,50735.7692647994
675,2021-11-06,0.0,295.0054758533,4941.1092713881,54486.6278,508.7,1506.1166588205,28036.2767249001,0.0,28855.2852478212,888.9815,1250.0,44603.2863774754,50386.9247387296
676,2021-11-07,0.0,240.7134475618,4346.1265962072,51939.42,357.71,392.5066565679,33225.3966559021,0.0,26531.14,721.6186,1231.0,40426.2651692487,44858.6746527469
677,2021-11-08,0.0,403.6952466163,4384.5448743125,63124.4355,496.57,3297.4126648763,21407.2456599718,0.0,33508.2290150255,989.4815,1246.0,44090.4621104472,56804.0580378879
678,2021-11-09,0.0,406.6304355176,4624.6554331513,69613.1976,502.62,3101.9281024109,13738.1097705177,0.0,39417.013497266904,1004.3770000000001,1253.5,41977.8215045616,57240.7909103837
679,2021-11-10,0.0,413.066658432,4658.3261873535,62226.5102,504.76,1866.2021322433,17255.8802263994,0.0,40068.7905769948,1015.3472,1257.5,42333.9999621636,55193.0492439061
680,2021-11-11,0.0,416.9048384917,4756.0543774607,61325.4613,505.51,3175.035459174,22231.665571795,200.6,35091.7975234587,1006.9695,1244.0,43469.6801485349,55812.4827373606
681,2021-11-12,0.0,384.9375509211,4456.1149559827,64294.326,505.40999999999997,2831.7063716538,28315.519715090202,66.0,32125.4029403497,999.7768,1247.5,42436.2166981403,54795.3889547093
682,2021-11-13,0.0,335.48705008,4179.255957668,58001.0766,504.211,1468.3107145576,38383.0084361106,0.0,21183.6593228148,869.469,1232.0,41065.9011425574,50237.4295468382
683,2021-11-14,0.0,331.8759874929,4316.9123548494,57015.0447,506.58,1102.5647896384,32874.7194632156,0.0,20079.6948726255,843.0245,1177.0,39748.8419121401,45915.2072381882
684,2021-11-15,0.0,426.0452621959,4657.4168544312,59434.664000000004,508.89,2944.3404229003,32671.322185710702,0.0,28847.7523948191,864.364,981.5,45565.6591927139,49089.0003750648
685,2021-11-16,0.0,383.604752978,4137.2634086507,57952.368800000004,508.51,3845.8872877268,35852.9702413001,0.0,30295.4711825102,942.5840000000001,961.0,45665.9538461695,49926.630748812204
686,2021-11-17,0.0,393.9231464903,3556.8229933799,57687.4749,506.06,7486.5220554853995,25014.4411591338,0.0,34217.1480239608,945.6284,1237.0,45146.4497703475,48626.78281973
687,2021-11-18,0.0,381.8588395827,3365.4541198195,59162.5175,505.541,3070.1998173701,22306.0921469281,0.0,39964.4412564893,902.317,1248.5,45253.1700767272,54017.516617371
688,2021-11-19,0.0,376.607242655,3250.5811227412,61937.3531,503.28,3353.1962226537,16601.225643185,0.0,37487.6410888977,937.3746,1091.5,43732.166324285,61252.864800588504
689,2021-11-20,0.0,343.376274018,4727.8601477677,58518.4868,502.02,1261.3433330907,21910.8747273952,0.0,30632.2186094589,878.8919000000001,0.0,45270.8616473052,54299.3248742247
690,2021-11-21,0.0,313.7439363975,4518.4370162282,60529.3873,505.77,605.5602279517,24231.7582972308,0.0,26559.75,756.5133000000001,0.0,42099.916901903496,46991.6238886391
691,2021-11-22,0.0,374.5842604137,5338.5904130484,72643.9186,239.8142,3554.7513427614003,19780.0575436575,0.0,30313.2781285439,894.8003,0.0,44056.7302923658,57984.8232312684
692,2021-11-23,0.0,392.2744963965,6143.2756145782005,70533.9688,468.01,3125.8924118633,24252.748180183502,0.0,29758.9451542962,875.5325,0.0,42817.049396097,58960.4984423937
693,2021-11-24,0.0,401.10029473640003,6372.86474054,70084.0439,494.77,2197.1688020666998,17309.0616507002,0.0,31505.7786922531,831.3733,0.0,42317.2724442143,62118.7782127698
694,2021-11-25,0.0,404.7,6083.94806824,67491.7867,495.9,2744.3491973659998,17055.4320332962,74.4,32136.1841478727,830.4672,0.0,46536.272273572904,58486.0474884839
695,2021-11-26,0.0,427.6,6123.617865723,63841.181300000004,496.003,3317.2156692565,19322.9946200823,0.0,38441.1113921374,785.7911,0.0,45699.8978774059,55724.4670324887
696,2021-11-27,0.0,392.9775353835,5340.756158329,50761.7613,495.4,3334.6799793059,29759.291113508,42.57,29155.8541458873,862.61,0.0,44668.7528619347,55247.199443636
697,2021-11-28,0.0,329.1,5752.1563988424,46535.7417,494.23,869.5702184653,38496.1240846748,0.0,24295.5773312086,811.723,0.0,43463.631750991204,47464.315904532
